platform,komentar,timestamp
youtube,Ligit mv. In concert live,1 hari yang lalu
youtube,1:26 ❤,1 hari yang lalu
youtube,welcome back jb 😭😭😭😭😭❤,1 hari yang lalu
youtube,I thought Bieber is lost but still 🔥🔥🔥🔥🔥🚒,1 hari yang lalu
youtube,"I think I’ve played this version 1,000,000 times already 😂",1 hari yang lalu
youtube,"I saw the same firework in Taiwan. So happy to see this too.
His performance and clothes are good.😊 Like all the setup❤",1 hari yang lalu
youtube,Bieber is comebacke,1 hari yang lalu
youtube,I love you Justin Bieber ❤❤❤,1 hari yang lalu
youtube,❤❤❤❤❤,1 hari yang lalu
youtube,…,1 hari yang lalu
youtube,😍,1 hari yang lalu
youtube,JB💜💪,1 hari yang lalu
youtube,"皆
元気ですか🥰2",1 hari yang lalu
youtube,"oh thank you for uploading, Coachella!!! ❤",1 hari yang lalu
youtube,I just love seeing him win. He deserves all the love,1 hari yang lalu
youtube,Same,1 hari yang lalu
youtube,bro same,20 jam yang lalu
youtube,I usually listen to rock music and I loveeee this song,4 jam yang lalu
youtube,​ @snowhitelorine  me too!,1 jam yang lalu
youtube,you’re not alone😂,12 jam yang lalu
youtube,"Same, and i’ll play it another million times ❤️‍🔥",7 jam yang lalu
youtube,Yes he does!,21 jam yang lalu
youtube,help him get to 1# on spotify he is the best pop singer ever,9 jam yang lalu (diedit)
youtube,I agree. 💗,13 jam yang lalu
youtube,"This, so much this ♥️",8 jam yang lalu
youtube,What is this guitar omg shivers !,1 hari yang lalu
youtube,GOAT,1 hari yang lalu
youtube,Soundproblems...,1 hari yang lalu
youtube,I love him so much,1 hari yang lalu
youtube,He seems so Happy it is  beautiful ❤ i love His live Performances so much.,1 hari yang lalu
youtube,🥰❤️,1 hari yang lalu
youtube,"You can love him or hate him but you have to admit he is a good singer with a good voice and really feels the music, knows how to sing.",1 hari yang lalu
youtube,The visuals almost feels like a kanye performance!,1 hari yang lalu
youtube,🤍🤍🤍🤍,1 hari yang lalu
youtube,Love you Mk.gee,1 hari yang lalu
youtube,SOOO GOOD,1 hari yang lalu
youtube,Bless🙏,1 hari yang lalu
youtube,King is back 🔥👑,1 hari yang lalu
youtube,It really gives me chills.,1 hari yang lalu
youtube,BELIEVER!!! ❤️💪🏿,1 hari yang lalu
youtube,Loves this ❤   His voice is amazing,1 hari yang lalu
youtube,Mk.geeeeee🔥🔥🔥🔥🔥🔥🤌🏻🎸,1 hari yang lalu (diedit)
youtube,So proud of Mike fr,1 hari yang lalu
youtube,Clip perfeito ❤,1 hari yang lalu
youtube,closer and closer and closahhh,1 hari yang lalu
youtube,Really love his performances. I wish he knew he made us remember the younger self. ❤️,1 hari yang lalu
youtube,You look happy 😍 and I'm happy ❤️ love your songs Justin! ❤️,1 hari yang lalu
youtube,Tiếccc quáaa khognxem live đc😢,1 hari yang lalu
youtube,I love it,1 hari yang lalu
youtube,BIEBERCHELLA 2 IS COMING ON SAT,1 hari yang lalu
youtube,i played this song for 1hr 😊❤,1 hari yang lalu
youtube,❤❤❤,1 hari yang lalu
youtube,He healed his childhood last night i truly believe that this man needs to be protected forever😭❤,1 hari yang lalu
youtube,Sounds like McGee,1 hari yang lalu
youtube,I prefer this version to the original,1 hari yang lalu
youtube,Thanks for coming and we are so happy to see you on the stage again with happy face and incredible voice again 😊❤ LEGENT FOREVER,1 hari yang lalu
youtube,❤❤❤,1 hari yang lalu
youtube,“Closer and closer and CLOSAHHHHHHH” 🗣️🗣️🗣️,1 hari yang lalu
youtube,I’ve watched this an unhealthy amount of times 😅,1 hari yang lalu (diedit)
youtube,Is he singing in playback? I’m confused,1 hari yang lalu
youtube,I wish mkgee sang on this too 😭😭,1 hari yang lalu
youtube,Real artist,1 hari yang lalu
youtube,I love him so much my wallpaper is him and my Spotify playlist is his music 🎧 ❤,1 hari yang lalu
youtube,gotta be the worst guitar rone I've heard in a while 😢,1 hari yang lalu
youtube,My childhood idol even the worst happen to jb  I will support him.. ❤❤❤,1 hari yang lalu
youtube,🤣🤣🤣🤣,1 hari yang lalu
youtube,hes singing,1 hari yang lalu
youtube,"@duszekkxthanks a lot! There was a moment where he put the microtone away and it was still singing going on.. anyways, if he is singing, what an amazing voice! Like 🔝",1 hari yang lalu
youtube,❤️❤️❤️,1 hari yang lalu
youtube,forever legendary 🔥,1 hari yang lalu
youtube,Mk.Gee 🫱🏼‍🫲🏽,1 hari yang lalu
youtube,Mad lighting rig,1 hari yang lalu
youtube,My GOAT 🐐,1 hari yang lalu
youtube,Cool,1 hari yang lalu
youtube,"I hope JB get's back up where he belongs. I feel so bad that he was mistreated so badly by so many adults when he was so trusting and just wanted to be like the people he admired who ended up hurting him.  What was wrong with his performance was it not ""live""?",1 hari yang lalu (diedit)
youtube,"3:02 feels like it’s manifestation of his real spirtual energy😭❤️ it’s finally back and this performance shows his truly self. Love this video, so healing",1 hari yang lalu
youtube,Learn to swim,1 hari yang lalu
youtube,Love him! That voice 😍 🥰✨️🥹,1 hari yang lalu
youtube,0:16 the camerawork my god,1 hari yang lalu
youtube,I love u JB,1 hari yang lalu
youtube,Obsessed❤,1 hari yang lalu
youtube,❤,1 hari yang lalu
youtube,"The words that came to mind when I saw this performance were
""purification"" and ""blessing."" I don't know much about Justin Bieber. But that's how I felt.",1 hari yang lalu
youtube,Its nice to see the spark in his eyes,1 hari yang lalu
youtube,Rise like a phoenix - Justin! You are a clear soul! CD quality voice! Incredible! Thanks!,1 hari yang lalu (diedit)
youtube,Mk.gee getting the love he deserves,1 hari yang lalu
youtube,ပရိတ်သတ်ကိုစော်ကားရင်bc လုပ်ခံရတာသဘောပေါက်လို့ အခုတော်တော်အချိုးပြေလာတယ်ပြောရမယ် အရင်ကဆိုဓါတ်ပုံတောင်ရိုက်လို့မရဘူးရိုင်းစိုင်းစွာပြုမူတာ,1 hari yang lalu
youtube,Perfect ending ❤️,1 hari yang lalu
youtube,I was just thinking the same thing. Dude just appeared outta nowhere,1 hari yang lalu
youtube,More like light work 😅,13 jam yang lalu
youtube,Amazing 👏 the guitar sound i want on a spotify ❤,10 jam yang lalu
youtube,Bruhh he grown so fast and still legit,1 hari yang lalu
youtube,Good voice,1 hari yang lalu
youtube,Saludos y bendiciones de Libros Neobiblismo,1 hari yang lalu
youtube,Even a boomer can appreciate his stripped down authenticity in this Coachella performance. Happy to see such love and connection.,1 hari yang lalu
youtube,we all here for him,1 hari yang lalu
youtube,"Honestly, after swllinghis catalogue, he seems to be doing things on his own terms.

Good for him. He looks happy.",1 hari yang lalu
youtube,"quante volte l'hai visto?
si.",1 hari yang lalu
youtube,"Wow, this performance gave me chills! Justin's voice is just incredible live. The energy at Coachella must have been amazing! 🌼🎤 Can't stop replaying this! Who else is obsessed with ""Daisies""?",1 hari yang lalu
youtube,I miss the old voice of jb,1 hari yang lalu
youtube,❤❤❤,1 hari yang lalu
youtube,His mic 🎤 is on 🐐 also for the people saying this was lazy. He’s just being chill. He’s a bit drunk. lol,1 hari yang lalu
youtube,"""The greatest performance of your life won't be in front of 100,000 people, it will be in that quiet moment...when you chose yourself, after everything tried to convince you that you weren't worth choosing.""

@RealTalkDarbs",1 hari yang lalu
youtube,❤❤❤❤,1 hari yang lalu
youtube,This is the most human performance. We love you Justin!,1 hari yang lalu
youtube,"the ""closer and closer and closaaa"" scratches my brain",1 hari yang lalu
youtube,😭😭😭 feel like 2016,1 hari yang lalu
youtube,Dang...I have never really listened to Beiber. Who is this...I want more!,1 hari yang lalu
youtube,"JB and Coldplay, let's make it happen",1 hari yang lalu
youtube,"""I wanna get closer and closer and closeeEear"" Uggghhh!!!",1 hari yang lalu
youtube,"I love you so much, my love, my JB!",1 hari yang lalu
youtube,❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,1 hari yang lalu
youtube,CLOSER AND CLOSER AND CLOSAAAHHH,1 hari yang lalu
youtube,Some songs don’t age… they just grow with you,1 hari yang lalu
youtube,"Lazy? Are they serious about what they are yappin? This dude sings like a walk in the park, like breathing, its all natural",1 hari yang lalu
youtube,lighting during his set was amazing,1 hari yang lalu
youtube,lol,1 hari yang lalu
youtube,Daisies with MK GEE is lit,1 hari yang lalu
youtube,💜☂️,1 hari yang lalu
youtube,I fell in love with this song immediately,1 hari yang lalu
youtube,❤️😭😭😭😭😭😭,1 hari yang lalu
youtube,Justin didn't need a fancy set or to be half naked to connect with his audience.  He just used his vocals,1 hari yang lalu
youtube,Que paso con el sonido tan malo y distorsionado,1 hari yang lalu
youtube,"Don’t wanna be friends…
I wanna get closer and closer and closer… 🎶",1 hari yang lalu
youtube,❤❤,1 hari yang lalu
youtube,"Seeing you sing with that smile, with that peace, filled my soul... I can't stop watching the concert, waiting for Saturday to see you again. My inner child was so happy and I reaffirmed how perfect you are in absolutely everything!!! You were never just a phase... I love you so much Justin Drew Bieber ❤️",1 hari yang lalu
youtube,😊,1 hari yang lalu
youtube,Cameraman deserves a raise!!!!,1 hari yang lalu
youtube,"Young people.. look at this guy.. this is a guy who is rich, famous & have billion of fans... but still failed at life & still haven't found himself. His tattoos, piercings, clothes... all so horrible & all screaming desperately for a personality that he just can't find.",1 hari yang lalu
youtube,this is beautiful,1 hari yang lalu
youtube,Finallyyyyyyyy‼️❤️ Bieber fanssss since his day 1❤️,1 hari yang lalu (diedit)
youtube,Official daisies video,1 hari yang lalu
youtube,"I love him love … hes being my crush since i was child. Thanks haeily for taking care of him. ❤❤❤❤so excited to see jack❤❤❤….. love his music love love love justin… his voice , his talent 🔥🔥🔥🔥🔥🔥🔥",1 hari yang lalu
youtube,Man he's good at singing but I wish his voice was deeper 😭 this song would be something I'd actually add to my playlist,1 hari yang lalu
youtube,Good,1 hari yang lalu
youtube,💜💜💜💜💜,1 hari yang lalu
youtube,카메라 앞에 앉는 것.. 구도도 그렇고 진짜 간지 미쳤다,1 hari yang lalu
youtube,😍😍😍,1 hari yang lalu
youtube,Sounds better than ever - happy for him.,1 hari yang lalu
youtube,He looks genuinely happy here,1 hari yang lalu
youtube,omg omg omg!!,1 hari yang lalu
youtube,"1:26 ""i wanna get closer and closer and CLOSAAAAAHHH""",1 hari yang lalu
youtube,❤,1 hari yang lalu
youtube,❤❤,1 hari yang lalu
youtube,Amazing voice Justin ❤❤❤,1 hari yang lalu
youtube,closer and closer and closaaa,1 hari yang lalu
youtube,People always have something to say. All the arm chair critics. But J Biebs is the GOAT! This was unique and beautifully crafted!,1 hari yang lalu
youtube,Everything sounds fine but broken bass,1 hari yang lalu
youtube,This performance forced me to put daisies back in my Playlist,1 hari yang lalu
youtube,This is DOPE!,1 hari yang lalu
youtube,I love 0:52,1 hari yang lalu
youtube,Guys lets make this weekend special for him… make him feel that he is so so so much loveddddd,1 hari yang lalu
youtube,❤,1 hari yang lalu
youtube,Such a beautiful voice no one can make me hate him. I am a 30 uear old belieber 😂,1 hari yang lalu
youtube,Why did he get bad press?   Love this performance,1 hari yang lalu
youtube,He's lip-synching. People paid for this?,1 hari yang lalu
youtube,Prince is back🎉,1 hari yang lalu
youtube,치열하고 불안정했던 저스틴비버 인생의 1막이 끝나는 느낌이다... 아름답지만 너무 강렬했던...,1 hari yang lalu
youtube,ดีใจที่จัสตินกลับมาแล้ว,1 hari yang lalu
youtube,So sad. 😢,1 hari yang lalu
youtube,W Camera. Netflix should hire them. -Koreana Hotel,1 hari yang lalu
youtube,Who is the guitarist?,1 hari yang lalu
youtube,JB still 🔥🔥🔥also love the fireworks towards the end ❤,1 hari yang lalu
youtube,Seeing his smile in this performance made me sob. I hope he is enjoying himself as much as we are. 🤍,1 hari yang lalu
youtube,I could watch this 1 million times and never be sick of it! wow!,1 hari yang lalu
youtube,"The degeneration of music, continues. Absolutely, horrendous. The guitar sounds like a frog, farting.",1 hari yang lalu (diedit)
youtube,Cara menonton ulang coachella gimana ya?,1 hari yang lalu
youtube,"Despite a personal life riddled with a checkered past, he still has a beautiful voice and tone. He has a handsome look, but ertainly doesn;t maximize it -just MO, he dresses sloppily, and has an attitude that is sort of negative or self-absorbed, but who am I to make a comment, he has been though a lot in his life as a child prodigy-such early fame can take a rough road on a young performer.",1 hari yang lalu
youtube,I LOVE JUSTIN 💜❤️❤️‍🩹,1 hari yang lalu
youtube,3:03 that shot is cool,1 hari yang lalu
youtube,trendy cringe,1 hari yang lalu
youtube,"Tunggu tgl 19 aja, tgl 19 justin manggung lagi di Coachella penutupan Coachella nya jam stgh 2 siang",1 hari yang lalu
youtube,"Omg, How is this vibe ? 😭🫶🏻",1 hari yang lalu
youtube,❤❤❤❤❤❤❤❤❤,1 hari yang lalu
youtube,Love you Justin from 🇨🇦 ❤❤❤ you are awesome!!🎉,1 hari yang lalu
youtube,Smoke and Youtube Premium,1 hari yang lalu
youtube,"At the end, I thought Erika was gonna walk out",1 hari yang lalu
youtube,this is the person I was waiting for kidrauhl to end up becoming; happy for him,1 hari yang lalu
youtube,Like this if you love the sound of the guitar.,1 hari yang lalu
youtube,Go kiddo go 🥹💙🌷🐝💐,1 hari yang lalu
youtube,❤,1 hari yang lalu
youtube,"It's so nice he's just expressing. No ""dance monkey, dance!""",1 hari yang lalu
youtube,Mk.gee and Justin need to collab for a while man it’s a generational pairing,1 hari yang lalu
youtube,Biebs is a true 🐐.  Absolutely stellar performance 🎇,1 hari yang lalu
youtube,Closer and closer and closahhh,1 hari yang lalu
youtube,SEPERTINYA JB AKAN MENGGANTIKAN VIDEO POPULER DIAKUN INI 😂😂🎉🎉,1 hari yang lalu
youtube,Não tentem entender o Gênio,1 hari yang lalu
youtube,So sweet voice justin,1 hari yang lalu
youtube,❤❤❤,1 hari yang lalu
youtube,he’s enjoying his voice,1 hari yang lalu
youtube,😍🫶♥️,1 hari yang lalu
youtube,👏👏👏🇨🇦👏👏👏,1 hari yang lalu
youtube,I love seeing him look happy!!,1 hari yang lalu
youtube,"This was my favorite performance. I love me a singer who can sing. Happy for you, Justin.",1 hari yang lalu
youtube,So happy for him ❤,1 hari yang lalu
youtube,Omg,1 hari yang lalu
youtube,closer and closer and CLOSAAAH,1 hari yang lalu
youtube,wow he's about to bust through again in the best way : ) i dont wanna call it a comeback,2 hari yang lalu
youtube,"Can everyone make this video the most watched video in Coachella’s channel 🔥🔥🔥, I hope our next generation also knows the legend 🔥",2 hari yang lalu
youtube,popの最高到達点,2 hari yang lalu
youtube,❤❤❤,2 hari yang lalu
youtube,closer and closer and CLOSAAAH 🗣🗣🗣,2 hari yang lalu
youtube,"Watda, many call this as ""lazy""? demmm then what is ""not lazy"" nowadays?",2 hari yang lalu
youtube,Love this ❤❤❤❤❤,2 hari yang lalu
youtube,sube de yukon de justin bieber,2 hari yang lalu
youtube,Mk.gee!!,2 hari yang lalu
youtube,this songs makes me cry i dont even know why,2 hari yang lalu
youtube,Keren,2 hari yang lalu
youtube,This is NOT talent. THIS IS Bee Bop Pop head COOLAIDE. Nine Inch Noize makes this kid look so lame.,2 hari yang lalu
youtube,We can never deny the pure talent of this young man.. he is already JB.. doesnt have to prove himself anymore.. you can clearly see he is performing as himself.. he is now whole again..,2 hari yang lalu
youtube,What a PURE WONDER 💛,2 hari yang lalu
youtube,Justin Bieber is and always been my childhood and present precious idol..his performance in coachella is so nostalgic !! we loved you always💖💖💖,2 hari yang lalu (diedit)
youtube,so far is the most watched of Coachella 2026 👀,1 hari yang lalu
youtube,Great voice,2 hari yang lalu
youtube,❤,2 hari yang lalu
youtube,The king is backk!🥺,2 hari yang lalu
youtube,This is the Justin Bieber we grow up,2 hari yang lalu
youtube,Vamos Justin Bieber,2 hari yang lalu
youtube,That live electric guitar sound. They should make more songs with that sound,2 hari yang lalu
youtube,bieber fever never end,2 hari yang lalu
youtube,B is a genius,2 hari yang lalu
youtube,"As a man who has gone through the trials of life, Justin is one of the very few artists I truly respect. 🙏❤",2 hari yang lalu
youtube,Good to see you back Biebs!!! You look and sound great!,2 hari yang lalu
youtube,I’ve never NOT liked him but after seeing these performances from Coachella  I think I now LOVE him,2 hari yang lalu
youtube,Am I the only one who thinks it’s wild that ppl pay thousands of dollars to see someone just walk around on stage and lip sing?,2 hari yang lalu
youtube,wow amazing love Biebs!!!!❤❤❤❤,2 hari yang lalu
youtube,I WISH I WAS THEREEE,2 hari yang lalu
youtube,Justin Beiber really needing that artifical audio technology to assist with his vocals.  Definitely not live vocals a whole lot of backtracking.,2 hari yang lalu
youtube,이 노래 제목이 뭔가요?,2 hari yang lalu
youtube,❤😢🔥,2 hari yang lalu
youtube,🔥🫶❤️‍🔥🌼🐺☝️,2 hari yang lalu
youtube,"Justin looks relaxed and comfortable, so I like seeing him too. Justin is back.",2 hari yang lalu
youtube,Hizo un espectáculo para quienes estuvieron presentes y los que estuvimos en casa ❤,2 hari yang lalu
youtube,It's crazy how you can't tell that's a whole live vocals lmaoooo,2 hari yang lalu
youtube,"​ @javzhang9666    It's because I can tell between backtracking and not which your virgin years obviously have no clue. That's why he was ""mouthing"" a lot of the lyrics. There was a lot of talk about it. But, like I said, you not knowing a thing about music, vocoders, autotuningz backtracking etc would think Justin is singing without any ""technical assistance."" But don't worry kid, many artists nowadays use ""assistance.""",1 hari yang lalu
youtube,"​​ @javzhang9666  You're delusional. Every vocal coach knows he had heavy backtrack and basically singing over ""streaming vocals"" when he performed  his older hits.",1 hari yang lalu (diedit)
youtube,I have chills watching this. And same when it was live. INCREDIBLE performance ❤️‍🔥,2 hari yang lalu
youtube,Somebody on TikTok said he remembered he is THE Justin Bieber and locked in and as funny as that was it's nice seeing him perform without any strings attached,2 hari yang lalu
youtube,He is THE JUSTIN BIEBER,2 hari yang lalu
youtube,Their different levels to this he’s surpassed pop star he’s in the super star territory!! He’s doing it!!,2 hari yang lalu
youtube,👑👑👑,2 hari yang lalu
youtube,He still has it,2 hari yang lalu
youtube,❤❤❤❤❤❤,2 hari yang lalu
youtube,"All about selfies and posing for the camera, zero crowd work. That self-obsessed California vibe isn’t for me, give me Glastonbury eight days a week.",2 hari yang lalu
youtube,❤❤❤❤❤,2 hari yang lalu
youtube,"I've never been pray for any celebrities. But not Justin. I hope he always feel safe, sleep well, good health, peace in life with his wife and his son. i really really am support him.",2 hari yang lalu
youtube,Amazing,2 hari yang lalu
youtube,Props to the Cameraman ❤❤❤❤❤❤❤❤,2 hari yang lalu
youtube,Its Justin Bieber Hallelujah,2 hari yang lalu
youtube,💜💜💜🐐🐐🐐🐐🐐🐐🐐,2 hari yang lalu
youtube,Perfect,2 hari yang lalu
youtube,MK.GEE!!!,2 hari yang lalu
youtube,From tiktok to youtube. Love u justin! ❤,2 hari yang lalu
youtube,GOD BLESS YOU,2 hari yang lalu
youtube,"Everything hallelujah ❤ made me cry in the name of the father, son, and Holly spirit amen 🥰",2 hari yang lalu
youtube,元気そうでよかったし、ずっと歌うことを辞めないでくれてありがたいね,2 hari yang lalu
youtube,El nació para brillar 🎇 por eso sigue brillando🌠,2 hari yang lalu
youtube,"But the sad part is he didn’t perform ghost, peaches, yummy, intentions",2 hari yang lalu
youtube,Que buen timming ❤,2 hari yang lalu
youtube,Beautiful voice,2 hari yang lalu
youtube,"Happy him, happy us! :face-red-heart-shape:",2 hari yang lalu
youtube,❤,2 hari yang lalu
youtube,GOD SOMEONE PLEASE TELL ME WHAT GUITAR PEDAL THIS IS,2 hari yang lalu
youtube,Gitarisnya oke juga,2 hari yang lalu
youtube,Keren juga lagunya,2 hari yang lalu
youtube,Team all,2 hari yang lalu
youtube,Great performance; great song!,2 hari yang lalu
youtube,"I think he crushed this one, and his backup band was not that good, Justin made it good.",2 hari yang lalu
youtube,no eyes are dry watching this,2 hari yang lalu
youtube,He Is Backkkkkk!!!!!I I love it ❤❤❤❤,2 hari yang lalu
youtube,Good song terrible outfit those boots were hideous the last person to model your outfit after is kanye and he copied him bad choice,2 hari yang lalu
youtube,"Bieber is a fraud, a poser. Heard he was awful…",2 hari yang lalu
youtube,i have that same guitar 0:00,2 hari yang lalu
youtube,The aura farming was 100% necessary,2 hari yang lalu
youtube,THE BEST TO EVER DO IT,2 hari yang lalu
youtube,"Тот кто радился гАвном, лебедем стать не сможет!",2 hari yang lalu
youtube,"I'm fan of yours JUSTIN BIEBER ❤❤❤❤❤❤ YOUR PRESENCE IS MORE IMPORTANT 😊, YOUR DOING GREAT🎉❤",2 hari yang lalu
youtube,This is what I will show the aliens when they ask.,2 hari yang lalu
youtube,😭✨🩷🔥,2 hari yang lalu
youtube,Amei❤,2 hari yang lalu
youtube,Lezzgo baby🥹😘,2 hari yang lalu
youtube,Wish he would put this out as his voice sounds better here than it does on the album from Alberta Canada 🇨🇦,2 hari yang lalu (diedit)
youtube,He has still such a lovely voice !,2 hari yang lalu
youtube,He looks so happy! What a great Canadian talent 🥰 🇨🇦,2 hari yang lalu
youtube,Te amoooo,2 hari yang lalu
youtube,Ele mostrou o que é ser humano de fato,2 hari yang lalu
youtube,❤❤❤❤❤,2 hari yang lalu
youtube,El príncipe del pop ha regresado. 🐐,2 hari yang lalu
youtube,"Seeing this from Justin in these times we live in and knowing a bit from his history,  as a man, i can see his message and what he is doing. Great job Justin 🍀",2 hari yang lalu (diedit)
youtube,아ㅜㅜ 뭔가 잔잔한 감동이… 뜨또야 행복하자😭💜💜💜,2 hari yang lalu
youtube,The miracle of him standing on this stage is enough.👏,2 hari yang lalu
youtube,Looks he went Miley/Kanye/Justin vibe. I think he did good. I wud be mad if I paid $1000. But for just a 15 min performance .. he did ok,2 hari yang lalu
youtube,his voice is so good,2 hari yang lalu
youtube,almost 5 million views 🔥,2 hari yang lalu
youtube,Justin bieber is the king🔥🔥,2 hari yang lalu
youtube,This man did work !! 🖤💘💫💯,2 hari yang lalu
youtube,The struggles of being poor: deciding which concert to go to.,2 hari yang lalu (diedit)
youtube,"頑張ってバイmickey 
2026   ４月１７日",2 hari yang lalu
youtube,Guitar sound is sickkkk,2 hari yang lalu
youtube,He was awesome and great song.,2 hari yang lalu
youtube,"Wow, super nice performance.. we miss you  @justinbieber ",2 hari yang lalu
youtube,"Cante Justin, cante! Nós amamos sua voz ❤",2 hari yang lalu
youtube,Closer and closer and closaaaahhh ❤,2 hari yang lalu
youtube,release the whole stream!!!,2 hari yang lalu
youtube,"I'm obsessed, can't stop watching",2 hari yang lalu
youtube,That is literally the least amount of effort a performer could put into a live 3-minute song. How pathetic.,2 hari yang lalu
youtube,We love you Justin❤,2 hari yang lalu
youtube,imagina se o Coachella tivesse chamado o BTS?,2 hari yang lalu
youtube,Biebervelli,2 hari yang lalu
youtube,鳥肌止まんないよ、,2 hari yang lalu
youtube,That was 🔥,2 hari yang lalu
youtube,Biebs has nice knee hair,2 hari yang lalu
youtube,The cameraman is insane; it looks like a music video,2 hari yang lalu
youtube,beliebers were smiling ear to ear during the whole performance. NO ONE does it like jb,2 hari yang lalu
youtube,That guitar tone sound awful,2 hari yang lalu
youtube,"With zero effort.
 performer without performance👌🏽",2 hari yang lalu
youtube,1:18 ADDICT,2 hari yang lalu
youtube,It’s great. Mckee is nice,2 hari yang lalu
youtube,World tour😮 world tour🎉🎉🎉,2 hari yang lalu
youtube,king of pop,2 hari yang lalu
youtube,🤍🔥🔥🔥👏👏👏,2 hari yang lalu
youtube,"Not a Bieber fan, but this is a powerful and beautiful	 moment.",2 hari yang lalu
youtube,did someone forget to tell him his boots are the wrong size?,2 hari yang lalu
youtube,we need a world tour justin😢😊,2 hari yang lalu
youtube,무대 계속 해줘...,2 hari yang lalu
youtube,Incredible performance 😍,2 hari yang lalu
youtube,♾️☮️✨💟🆓🐾🐈🐶🌈,2 hari yang lalu
youtube,❤❤,2 hari yang lalu
youtube,Kinda reminds me of Doug with the shorts and boots!  Still love him though.,2 hari yang lalu
youtube,the one and only artist never to forget ❤️❤️❤️ justin bieber is amazing ❤️❤️❤️,2 hari yang lalu
youtube,"Your the ""GOAT "" Baby justin ❤❤❤❤",2 hari yang lalu
youtube,船の動画から耳に残る曲だなーっと思ったら、またサカナクションか、、,2 hari yang lalu
youtube,Coachela 2026 is Bieberchella... everyone wait for him...❤,2 hari yang lalu
youtube,"JUSTIN YOU ARE INCREDIBLE!!!! STAY SAFE 
STAY HAPPY !! 
BEST TO YOU ~ BABY JACK & HAILEY 
MUCH LOVE FROM ONTARIO CANADA 🇨🇦  💕 🎇 👏",2 hari yang lalu
youtube,❤❤❤❤ love you Justin my forever baby💜,2 hari yang lalu (diedit)
youtube,Missed him so much 😭😭,2 hari yang lalu
youtube,I can't stop listening to this live version.,2 hari yang lalu
youtube,ITS THE CLOSER CLOSER AND CLOSAHHH FOR ME,2 hari yang lalu
youtube,That Voice ❤🎉,2 hari yang lalu
youtube,Pure talent ❤,2 hari yang lalu
youtube,This healed me ❤ seeing him happy and healthy and holy made me happy so very happy.,2 hari yang lalu
youtube,❤,2 hari yang lalu
youtube,Angel voice 👼🥵🥵💜💜💜💜,2 hari yang lalu
youtube,He is adorbs and I say this in a motherly and could possibly be grandmotherly way. Hope his head is straight,2 hari yang lalu
youtube,letting the pew pew go is insane 😂😂😂😂❤❤,2 hari yang lalu
youtube,i love you justin 💜 thanks for the unforgettable performance. you were amazing!,2 hari yang lalu
youtube,lisan al-gaib,2 hari yang lalu
youtube,Justin! I love you brother!!! Thank you for glorifying God! In public!! You are surely a blessed man. Please make a praise and worship album. It will sell like NO OTHER!! Xoxo,2 hari yang lalu
youtube,"REAL Talent doesnt need all the extra theatrics, thats our Canadian boy 🎉",2 hari yang lalu
youtube,The best song from Coachella,2 hari yang lalu
youtube,"People have said this was lazy, but with this performance and hos grammy's performance I think he's just trying to get back to the basics.",2 hari yang lalu
youtube,Wooow amazing,2 hari yang lalu
youtube,God bless Justin Bieber my heart and soul goes out to you. 🦋✨happy healing ❤️‍🩹,2 hari yang lalu
youtube,It's giving Ye and I'm here for it.,2 hari yang lalu
youtube,"You’ve been through so much, and I just hope you know how proud we are of you.
Thank you for holding on, for your family, and for us—your fans.
God bless you and your family.
Seeing that side of you again at Coachella meant a lot. I know it’s not easy to face your past, but you did it. Respect.",2 hari yang lalu
youtube,Bieber fever forever 🥵🥵🥵🥵🥵🥵,2 hari yang lalu
youtube,Sublime!,2 hari yang lalu
youtube,"good song to finish it because it says IM COUNTING THE DAYS, HOW MANY DAYS TILL I CAN SEE YOU THE CROWD AGAIN",2 hari yang lalu
youtube,need this version to be on spotify ASAPPPPP!!!!!!!!!!!,2 hari yang lalu
youtube,😍😍😍,2 hari yang lalu
youtube,❤❤❤❤❤❤❤❤❤,2 hari yang lalu
youtube,"gente, simples: closer and closer and closaaaaah",2 hari yang lalu
youtube,i love how much positivity is in the comments <3,2 hari yang lalu
youtube,Happiest we’ve seen him perform in a minute,2 hari yang lalu
youtube,vibing💨🫶🏼,2 hari yang lalu
youtube,:elbowcough::stayhome::person-turqouise-waving:,2 hari yang lalu
youtube,CLOSERRR  & CLOSSER & CLOSSERRHHH !!!!,2 hari yang lalu
youtube,Gigi tajam agus sedih,2 hari yang lalu
youtube,The best ever!! This man is sooo talented! I have loved Bieber since he first came out! 🫶🌸,2 hari yang lalu
youtube,Good for Justin Bieber! I think I see some freedom. It looks good on him. 💝,2 hari yang lalu
youtube,"Tim henson? As a guitarist?
Please corect me if im wrong",2 hari yang lalu
youtube,Tim henson?,2 hari yang lalu
youtube,❤,2 hari yang lalu
youtube,incredibly good/talented,2 hari yang lalu
youtube,Never understood why people disliked him. Im a 39 year old man and I always liked his music. He was always very talented. Not sure where the hate came from. Jealousy?,2 hari yang lalu
youtube,"I loved how low that thrust stage was, made it like he was just standing with the crowd.",2 hari yang lalu
youtube,I was lost but now am found. I'm now a belieber as a 35 year old dude.,2 hari yang lalu
youtube,Is that Tim Henson on guitar,2 hari yang lalu
youtube,mk.gee,2 hari yang lalu
youtube,they dot bother to make up their own opinions but copy off haters,2 hari yang lalu
